,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
862,2.0,Good,I,VS2,63.6,60.0,8.03,7.95,5.08,1,1,3,14824.946062889901
863,1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07,1,6,2,4679.071510935463
864,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,4,0,4,745.0300773118925
865,0.4,Premium,G,VS1,60.7,58.0,4.81,4.78,2.91,3,3,4,712.6481312615251
866,1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,1,6,2,4681.272596174301
867,0.3,Very Good,H,SI1,63.0,54.0,4.27,4.3,2.7,2,2,2,58.884887204378174
868,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2,2,2,1957.625962346574
869,0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,2,5,6,5290.731407176383
870,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,4,5,2,3582.1490602990307
871,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,4,1,6,702.163988928165
872,0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,3,5,3,3461.7209803144106
873,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,2,2,4,3951.2739062134224
874,0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,3,3,3,5122.0013115059355
875,0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,3,3,4,763.1640676969146
876,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,3,4,5,1336.6193344663952
877,0.7,Very Good,F,SI1,59.2,60.0,5.77,5.79,3.42,2,4,2,2197.3095709531844
878,1.02,Ideal,I,VS2,62.7,56.0,6.37,6.43,4.01,4,1,3,5396.5567789323795
879,0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54,4,3,1,2500.264101611505
880,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,4,6,3,1597.733923953845
881,1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,4,3,5,8253.167942261738
882,0.9,Very Good,G,VVS1,62.3,58.0,6.14,6.21,3.85,2,3,6,6191.692959577311
883,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,4,6,3,679.0702061400116
884,1.05,Very Good,G,VS2,61.7,55.0,6.5,6.56,4.03,2,3,3,6916.25575759662
885,1.3,Ideal,H,VVS2,61.5,55.0,7.07,7.03,4.34,4,2,5,8684.566137663993
886,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,4,3,6,937.4823776777848
887,0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,2,3,6,1728.5609963345414
888,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,2,0,1,3356.1056930949017
889,2.2,Premium,I,VS2,62.0,57.0,8.38,8.34,5.18,3,1,3,17499.112688803503
890,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,4,4,7,768.4409437719369
891,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,2,5,5,527.0001172994253
892,1.46,Premium,D,SI2,62.0,55.0,7.32,7.23,4.51,3,6,1,9262.669018245573
893,0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,4,3,4,2016.259593917799
894,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,2,5,2,1630.0047254426413
895,2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,3,1,2,13210.889557825614
896,0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,2,6,2,981.2413486195696
897,2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,4,2,1,16260.6673218818
898,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,3,1,4,3949.2309758668052
899,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,4,4,1,779.8766503289371
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,4,5,2,5160.336045182197
901,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,3,3,3,767.0429488429072
902,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,4,2,6,829.6394997737661
903,1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,2,3,7,8863.850862187861
904,0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,3,3,2,136.18611773558587
905,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,4,3,5,755.7699294542945
906,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,3,4,1,4150.644717748532
907,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63,1,3,1,1850.7443122480654
908,0.7,Very Good,F,SI1,60.6,60.0,5.71,5.75,3.47,2,4,2,2101.997219221201
909,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,4,2,3,696.936786564198
910,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,2,5,3,1743.5769673350078
911,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,3,1,2,2168.2684189442043
912,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,4,2,5,3685.559095294371
913,0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,3,3,4,378.01442113748635
914,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,3,5,3,1628.1296755153198
915,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,2,4,5,11066.681714190394
916,1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,1,6,2,4769.354219822681
917,0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,1,2,6,378.39355288763
918,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,1,5,3,176.31053249475735
919,0.51,Premium,E,VS2,60.5,56.0,5.24,5.18,3.15,3,5,3,1296.5258702001265
920,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,4,2,5,7862.191228687723
921,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,4,6,3,2179.8289529205977
922,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,4,5,3,2018.2468796019239
923,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,4,5,3,2407.945030802446
924,0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,3,1,4,2452.0949640228537
925,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,4,4,0,3711.816251761621
926,0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,2,4,4,3053.7426409437103
927,0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32,4,6,7,3774.56488971866
928,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,4,3,6,1901.935080872623
929,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,2,3,5,8646.36873746758
930,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,4,3,5,1371.4779000964045
931,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,4,3,4,409.98422275726625
932,1.51,Premium,H,VS1,61.0,60.0,7.29,7.34,4.46,3,2,4,10263.255177135376
933,1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26,3,3,1,7353.715459661202
934,0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,4,3,6,2284.0221669822276
935,0.43,Ideal,F,VVS2,61.9,56.0,4.84,4.82,2.99,4,4,5,1488.6776096584617
936,0.4,Premium,G,VS1,61.3,60.0,4.71,4.66,2.87,3,3,4,833.678847214167
937,0.9,Very Good,F,SI2,62.0,59.0,6.2,6.1,3.81,2,4,1,3593.5508400539256
938,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,0,6,1,15682.982177793692
939,1.51,Premium,G,VS2,59.2,61.0,7.48,7.44,4.42,3,3,3,12469.01138648149
940,0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,4,4,2,579.6419945649432
941,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,3,5,2,811.978195056718
942,0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,1,3,4,4963.645685289375
943,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68,0,6,2,1974.1608478822209
944,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,1,2,2,5234.413333275761
945,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,3,5,2,592.0150289646167
946,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,2,4,3,3075.730556902119
947,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,4,5,4,1221.4205095525722
948,0.92,Very Good,G,SI2,59.4,62.0,6.34,6.36,3.77,2,3,1,3643.579960078423
949,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,3,2,1,4074.8976698305923
950,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,4,1,3,6035.343931754727
951,0.56,Premium,I,VVS1,60.6,59.0,5.29,5.33,3.22,3,1,6,1848.1966412890288
952,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,0,5,3,6399.839569289823
953,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,3,0,3,13037.805757377546
954,0.3,Very Good,E,SI2,58.8,60.0,4.39,4.42,2.59,2,5,1,380.29533073809944
955,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,2,6,1,5029.341135988966
956,0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,3,3,3,2260.826121487018
957,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,1,0,2,1860.4615825471556
958,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,3,4,1,3876.975120084833
959,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,2,1,2,13275.176819422984
960,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,1,6,1,3621.3766638207117
961,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,4,2,2,5188.326477865416
962,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17,4,4,6,2000.711643835948
963,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,1,4,5,135.23149386299337
964,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,2,5,3,1414.7184668705304
965,1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,4,4,3,8781.907975143411
966,0.29,Ideal,F,VS2,61.6,56.0,4.28,4.32,2.65,4,4,3,394.231278392479
967,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,2,1,3,9861.467264394625
968,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,1,6,2,4805.417468902134
969,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,4,4,2,6526.274956259964
970,0.5,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17,4,4,5,1973.8848771806915
971,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,4,5,3,871.2880239480655
972,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,4,5,3,1998.3875355311502
973,0.55,Ideal,F,VS2,60.9,57.0,5.3,5.34,3.24,4,4,3,2018.049598605161
974,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,4,0,5,15700.601599814185
975,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,3,5,1,15835.712606878824
976,0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66,2,6,1,539.7442952944466
977,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,4,3,5,4288.9119580768165
978,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,2,3,2,4613.828349064992
979,2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95,3,1,4,15495.720058606526
980,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,3,0,5,8930.295724125212
981,0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,4,4,2,583.472098039696
982,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,4,5,4,2064.75536517637
983,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,4,1,2,14769.89583678189
984,0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,3,4,1,4325.8652425295295
985,1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,3,6,1,6569.33826574914
986,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,4,3,2,529.2175972864025
987,1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,3,3,3,12409.986493232325
988,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,4,5,3,793.6397162426401
989,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,3,2,1,2507.716890079242
990,0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,3,3,1,2522.6691639968776
991,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,1,4,4,1789.6338432068114
992,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,4,3,5,688.5569201408143
993,0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,4,3,5,2067.198035570964
994,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,4,3,7,1609.6881931210337
995,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,4,3,5,2718.62106864413
996,0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,3,6,1,733.4470704945566
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,4,5,5,3174.033916579312
998,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,1,0,1,2192.2706675559384
999,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,3,3,1,4491.797330496149
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,2,3,2,4772.0185861493155
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,2,4,2,905.8800666985626
1002,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,4,3,6,1136.595287516393
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,3,2,2,1708.485255368727
1004,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,2,2,3,437.8343376919365
1005,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,3,2,1,3475.1342700985915
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,1,2,2,4548.814022044107
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,4,1,2,2473.6060197405095
1008,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,2,4,3,5026.018069606109
1009,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,4,1,1,4866.189991507084
1010,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,3,4,3,3091.846606191004
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,2,2,2,4071.653566331268
1012,0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,3,3,1,4229.406900416805
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,2,2,5,1217.6653134558255
1014,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,4,1,6,6329.518261843794
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1,6,2,996.6813900013776
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,2,5,1,1251.1260543541289
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,4,5,4,1005.6908768844114
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1,5,5,2578.9568859830633
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,4,1,1,4728.467334569041
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,4,5,2,1047.4002619017265
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,4,4,4,3687.7885032772247
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,4,6,3,2208.862884318507
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,2,6,1,704.5278924106228
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,2,4,5,4934.352618730056
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,4,1,3,2829.9774297457043
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,4,6,3,1062.7969005282866
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,2,1,2,4197.389420969659
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,4,5,0,4174.540783073968
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,3,4,3,12575.792941524243
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,4,2,6,3058.4496947872103
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2,5,1,2407.5090181662495
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,2,3,3,7223.135375365069
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,2,1,4,6728.355503545627
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,4,6,4,718.7390275920407
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,4,3,7,1382.692618218989
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,3,4,3,319.11030065634986
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,3,0,2,5419.315850250408
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,1,4,1,4271.523725496871
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,3,2,1,6370.212190019618
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,3,0,1,13044.327938745206
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,1,4,2,2128.100314763087
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,0,4,3,5961.410534477194
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1,1,4,740.3432257439672
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,2,3,2,14286.828974941202
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,4,6,5,804.061845473334
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4,2,2,4581.675927981987
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,4,3,7,10941.492331015079
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,1,2,2,3654.7693450078514
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,4,6,7,715.1243016351327
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,3,2,3,15514.874653689985
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,4,4,4,728.9800114438804
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,2,1,5,778.7062098766328
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,3,3,4,435.87756755963346
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,3,1,7,656.0019660314356
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,4,4,1,752.0755581398844
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,2,6,2,4932.330367992928
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,0,2,5,260.37323928253863
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,4,3,4,12489.327951104646
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,2,1,4,3038.9809356314818
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,2,3,6,758.5290332255645
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,2,2,4,5579.361160130209
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,4,2,3,1208.3310840381673
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,1,1,4,242.5894835104591
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,0,5,4,68.58539323412333
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,4,2,0,5817.094105905884
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,2,5,2,672.6144811888958
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,1,5,1,9670.671014478448
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,2,5,3,499.38586423797096
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2,6,2,1992.34398287862
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,1,4,2,3257.5256778276016
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,2,2,1,4168.552116773404
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,4,6,3,7274.350249170122
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,2,5,2,817.6070430621644
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,0,4,3,6033.71001422112
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,2,3,2,203.04233154562826
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,2,6,1,5100.600684579685
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,3,2,2,4357.454938582403
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,3,3,5,6468.178919060974
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,2,5,6,584.0594795341876
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,2,5,2,3073.755907798963
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,2,6,2,5071.233615453654
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,4,3,4,6497.573949574189
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,3,6,2,558.3286323202537
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,4,3,3,6534.771089694123
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,4,3,3,3645.8510229967324
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,1,5,2,489.9695320039127
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3,0,2,3192.5900876327396
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,4,3,4,2006.2090811090093
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,2,4,1,4654.483709721637
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,2,3,5,4786.088265894916
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,2,2,2,125.53294144172833
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,3,6,1,14924.332220649765
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,3,0,5,9075.31629970696
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,3,1,1,5948.086269846317
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,2,1,3,2480.1769309311458
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,1,3,1,-32.782639415876474
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1,5,3,1512.7559863247334
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,3,4,2,4737.339829209166
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,2,4,3,6156.959008636575
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,4,3,7,837.2036104077342
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,3,1,1,5666.1640871373
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,1,1,1,8103.9211576667585
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,1,3,0,2834.5743332794277
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,4,1,0,11975.045406946561
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,4,5,2,876.3432888321622
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,2,6,1,1466.7159245628868
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,3,6,2,10025.665097010513
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,4,2,6,838.6166246324392
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,3,6,2,1238.3197650920742
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,3,0,3,903.660927565872
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,1,4,1,4194.064826671936
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1,4,0,1028.8968822766983
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,4,2,3,754.2416676297071
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,3,3,3,6761.770448975338
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,3,5,3,785.0519478353453
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,3,4,4,6537.0406102818
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,2,4,6,610.9408311127809
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,4,3,4,15195.99627892554
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,3,2,3,5616.776347149766
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,4,2,1,5428.854206951875
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,4,2,4,563.8607651004459
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,3,3,1,14518.399715974065
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,2,3,6,686.7505209864539
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,2,5,1,707.4545149369756
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,2,6,6,432.28279331313206
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,3,6,2,498.26141059957354
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1,4,3,915.8459497645526
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,2,5,4,1177.757940371408
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,4,4,6,969.3379362466949
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,3,3,3,5067.025229644887
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,4,4,1,1428.366128277219
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,3,1,7,1664.5838467687754
