,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,1,5,2,4802.63
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,3,2,3,11269.12
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,2,3,3,4451.1
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4,3,1,5276.43
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,2,5,4,3872.5
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,4,6,3,814.5996666666667
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,4,4,7,833.4333333333333
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,3,3,2,4928.98
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,4,6,5,949.3966666666668
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,3,2,3,5429.705
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4,2,2,3460.29
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,4,3,6,2120.15
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,4,5,2,10716.24
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,1,6,2,4658.285
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,4,4,1,11862.33
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,0,4,3,5548.83
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4,2,1,4172.64
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,4,5,6,877.73
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,4,3,1,15067.1
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,3,1,6,1740.43
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,3,6,1,4567.24
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,0,1,0,3941.24
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2,5,4,1808.27
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,3,3,3,1231.89
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,2,3,1,3745.41
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,3,5,3,1958.5
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,4,3,5,1058.615
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,3,2,3,3547.96
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,1,4,3,3228.2
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,4,5,5,2269.66
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,2,1,2,4981.26
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,4,3,1,1282.1
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,3,5,5,554.86
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,3,6,1,4791.69
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,4,5,3,940.35
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,4,3,5,911.16
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4,6,5,4491.95
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,3,4,4,6368.81
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,3,3,5,10294.36
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,2,6,2,4133.67
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,1,4,3,856.91
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,2,1,1,2071.26
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2,2,4,2561.53
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3,1,4,2630.36
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,4,2,1,5426.12
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,0,2,4,7765.96
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,2,6,3,663.43
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,4,4,1,1422.36
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,2,6,3,690.67
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,4,1,2,8517.16
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,3,3,2,2138.2
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4,5,1,4146.4
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,4,3,2,2391.545333333334
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,4,4,6,563.35
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2,4,3,2756.06
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4,3,1,4710.83
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,0,3,7,1168.09
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,4,4,3,14610.738333333333
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,4,1,3,6166.81
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,3,2,2,5233.27
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,4,1,4,464.8393333333333
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,4,2,5,892.87
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,4,2,3,2409.03
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3,1,3,4108.94
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,4,6,3,977.68
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,3,1,2,14853.106000000002
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,3,1,3,5798.03
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,2,2,6,609.5483333333333
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,4,1,2,1130.39
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,4,3,3,1862.81
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,2,2,3,16174.27
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,4,2,5,743.24
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,3,6,2,11059.79
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,2,4,3,420.52
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,4,6,4,1124.25
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,3,4,5,1975.4916666666666
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,4,3,3,6930.87
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,3,3,2,726.98
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,3,4,2,4738.71
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,0,4,2,8942.89
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,2,4,3,738.82
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,2,6,3,1042.97
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,2,5,2,4162.115
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,2,2,2,518.72
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,2,5,3,13838.94
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,3,3,2,4420.0
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,4,4,4,819.74
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4,1,3,5539.79
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,4,5,3,1851.39
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,0,4,2,4127.34
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,4,4,3,806.415
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,3,4,3,6296.06
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,3,2,3,1027.02
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,3,3,1,4139.71
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,2,4,3,772.77
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,1,5,2,3958.12
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,4,4,3,6692.15
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,1,4,2,3532.52
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,4,6,5,949.72
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,2,5,4,888.21
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,4,3,1,6690.51
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,4,4,7,4103.62
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,4,1,3,5349.61
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,3,5,7,1177.78
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,3,2,1,14929.12
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,1,0,1,10088.99
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,4,2,3,10654.45
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4,3,2,4954.07
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,4,3,4,1832.52
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,3,5,1,4170.09
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,2,5,2,704.73
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,4,5,2,3229.4
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,4,6,4,740.8916666666668
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,4,5,3,1851.89
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,1,3,3,2681.77
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,2,4,3,6063.69
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4,1,1,4291.21
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,2,1,3,16126.052
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,4,3,4,661.53
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,4,3,2,820.47
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,2,5,6,843.78
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,2,3,5,584.11
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,4,5,2,11249.41
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,4,5,1,565.48
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,1,3,2,438.35
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2,2,1,2567.65
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,2,2,5,838.25
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,4,5,5,1347.01
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,4,1,7,1795.27
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,4,6,5,2752.68
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,4,2,6,897.25
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,2,3,1,14057.8
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,4,0,4,2019.0
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,1,1,2,8752.54
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1,4,6,1081.93
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,3,4,7,953.11
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,4,2,2,5564.95
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,0,4,3,1815.71
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,4,2,5,1783.54
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,4,3,4,14059.7
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,1,6,1,6848.7
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,3,2,3,656.71
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,3,6,3,859.29
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4,4,1,4440.87
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,2,6,1,6090.18
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,2,1,2,3505.73
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,4,5,7,918.89
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1,0,4,1355.45
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1,6,3,855.26
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,2,3,7,823.0
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,4,5,5,655.94
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,3,2,4,17410.93
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,3,0,2,12301.41
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,4,5,6,11379.25
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,4,5,2,3003.52
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,3,4,1,4750.56
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,2,1,3,1561.11
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,4,1,2,417.86
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,4,4,6,1908.84
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,4,6,2,1007.65
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3,6,4,2911.5
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,4,1,2,16416.11
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,1,3,3,2671.0
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,4,4,4,16801.79
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,2,0,4,8026.05
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,3,1,2,2231.11
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,1,4,3,2682.01
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,2,3,4,6203.71
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,1,2,1,4154.13
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,3,5,2,2573.46
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,4,5,6,2259.56
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,3,2,1,14936.61
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,4,3,5,946.95
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,2,1,5,3839.7
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,2,6,1,5150.45
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,3,5,1,1404.88
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,4,6,2,1602.47
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,4,4,3,819.03
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,3,6,2,4811.03
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,4,5,3,1360.98
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,3,3,4,14016.52
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,4,4,6,872.2920000000001
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,4,3,1,2390.53
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,1,2,4,498.75
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,2,5,5,1040.26
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,4,6,2,5436.37
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,2,3,5,1979.34
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,0,6,3,4138.31
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,3,5,2,685.97
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,3,4,2,555.83
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,4,0,2,877.97
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,2,6,2,507.17
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,4,3,7,2505.83
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,4,4,6,1152.25
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,2,5,6,521.27
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,4,1,2,5390.58
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,3,4,3,1966.26
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,3,0,1,5065.19
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,4,1,1,15231.56
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,4,4,2,5657.273333333333
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,2,4,2,4577.98
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,3,6,1,11341.44
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,2,3,5,1847.7714999999998
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,3,2,1,1076.05
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,4,5,3,700.32
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,1,6,3,2714.78
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,3,5,1,5869.93
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,1,0,4,731.4
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,2,6,4,983.7
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,3,4,3,6508.43
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,3,4,4,1747.9
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,0,5,2,3820.9
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,2,3,2,1193.16
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4,3,2,4074.59
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,4,3,4,932.42
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,2,6,2,499.83
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3,4,1,3953.99
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,4,2,1,6037.79
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,4,5,3,2026.754
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,1,2,2,407.06
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,4,4,6,610.63
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,3,6,1,5118.42
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,2,5,4,1711.65
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,2,5,1,17099.72
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,3,2,1,5895.74
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,2,2,2,15112.88
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,1,6,1,4106.550952380952
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,3,5,1,4552.42
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,3,2,1,13180.36
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,3,6,3,904.6066666666666
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,2,5,5,3963.64
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,4,3,4,6909.36
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,1,4,4,7676.0
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,3,3,3,1058.56
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,0,1,2,4205.07
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,4,3,4,2775.28
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,3,5,1,5040.01
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,3,4,1,4612.18
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,4,6,3,3548.798
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,2,2,1,4616.33
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3,6,4,3124.31
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,1,5,1,4150.67
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,4,4,7,2033.35
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,0,3,0,2493.78
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,4,2,2,664.26
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,3,3,4,778.4
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,3,2,1,11749.27
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,3,3,2,897.06
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,4,4,2,1394.21
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,3,2,2,15341.85
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2,2,4,2868.46
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,3,6,2,593.14
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,2,4,3,926.62
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,3,2,3,5264.325
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,2,3,4,1626.94
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,1,2,2,424.13
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,3,3,2,4729.91
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,3,4,5,8308.42
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2,0,1,3447.0193333333336
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,3,4,4,6751.71
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,4,5,5,4082.34
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,4,5,3,679.49
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,4,1,2,2173.774
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,4,0,1,1860.48
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,4,1,2,15777.9
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,2,3,2,1282.04
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,2,5,2,704.23
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,3,2,0,9159.03
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,3,5,4,915.67
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,2,1,3,6586.46
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,3,2,4,1809.205
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,3,5,2,724.17
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,2,3,2,3716.87
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,2,5,2,532.87
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,3,3,4,8251.21
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,4,3,4,13739.416666666664
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,1,6,1,2638.31
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,2,4,4,461.97
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,4,2,2,13863.01
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,4,5,4,750.02
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,4,5,3,897.32
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,4,5,3,718.0733333333334
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2,6,2,2520.0
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,4,2,5,840.65
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,3,2,3,10532.69
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,4,1,1,4636.94
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,1,4,4,427.98
